grade,topic,title,checked_by,kind,ccss,does,notes,worksheet_link,answer_key_link
G4,Decimals,Grade 4 Math - Decimals - 20 Two Addends Draw Hops,looked at pages,practice,4.NF.C.6,"Number Line Addition (Two Addends, Hops) worksheet: 6 decimal addition problems per page (e.g. 6.3 + 0.4), each with a pre-labeled tenths-scale number line below; students draw forward hops on the number line to show the addition and write the sum in the blank.","Confirmed visually on page 1 (5 sheets total, labeled Hops-tenth S1). Mirror of the two-addend subtraction Draw Hops sheet.",https://drive.google.com/file/d/1PENXMzr8aSa0q0XAov--4UpIHOknargq/view,https://drive.google.com/file/d/13aYQifSH-DUdnirxfjMljFWqsHgiVgkr/view
G4,Decimals,Grade 4 Math - Decimals - 21 Write the Addition Sentences,looked at pages,practice,4.NF.C.6,"Addition Sentence worksheet: 6 number lines per page (tenths scale) each showing forward hop arcs already drawn between two points; students read the model and write the addition sentence (addend + addend = sum) that it represents, filling in three blanks per problem.","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Mirror of the Subtraction Sentence sheet: hops already drawn and students derive the addition equation.",https://drive.google.com/file/d/1R7go4uf1Ylxrgj083iJGMlDphXsXqWxw/view,https://drive.google.com/file/d/1lKqLJMhzBM741D4hk7b0UL208yPS_ZRi/view
G4,Decimals,Grade 4 Math - Decimals - 22 Three Addends Fill in the Missing Numbers,looked at pages,practice,4.NF.C.6,"Addition Sentence - Missing Numbers (Three Addends) worksheet: 6 number lines per page showing three sequential hop arcs already drawn, each paired with a three-addend addition sentence (e.g. 4 + 0.1 + __ = 4.5) that has one term (an addend or the sum) left blank; students use the hop model to find and fill in the missing value.","Confirmed visually on page 1 (5 sheets total, labeled 3addends-tenth S1). Companion sheet to the three-addend Draw Hops sheet: here the hops are pre-drawn and one number in the equation is missing.",https://drive.google.com/file/d/1yrHuEDsZr_f9D8PLS7TopLtDrYRZOfHe/view,https://drive.google.com/file/d/1VbANCJh0wow3bn4XHOjorqt_Xd7u48vF/view
G4,Decimals,Grade 4 Math - Decimals - 23 Write the Subtraction Sentences,looked at pages,practice,4.NF.C.6,"Subtraction Sentence worksheet: 6 number lines per page (tenths scale) each showing backward hop arcs already drawn between two points; students read the model and write the subtraction sentence (minuend - subtrahend = difference) that it represents, filling in three blanks per problem.","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Reverse task of the Draw Hops sheets: the hops are already drawn and students derive the equation, rather than drawing hops for a given equation.",https://drive.google.com/file/d/1hUNSpwUqOuDyA1KBP5XsNY5ghtxePOQs/view,https://drive.google.com/file/d/1S2nNInQiz4bp2PIJ3l5Z8c9cDv24sIzA/view
G4,Decimals,Grade 4 Math - Decimals - 24 Subtraction Sentence Ruler Model,looked at pages,practice,4.NF.C.6,"Subtraction Sentence - Ruler worksheet: 6 ruler models per page (drawn as a ruler with fine tick marks between whole numbers, representing hundredths) each showing backward hop arcs already drawn between two points; students read the ruler model and write the subtraction sentence (minuend - subtrahend = difference) it represents.",Confirmed visually on page 1 (5 sheets total). Uses a ruler-style number line with finer tick marks (hundredths) instead of the simpler tenths number line in the non-ruler Subtraction Sentence sheet.,https://drive.google.com/file/d/1zUvdpQn8_YKmJlXnLD7JbfX2T6oBDL9I/view,https://drive.google.com/file/d/1nBVpCR3AinbEgNg3k4T8I_8_eh6hFss8/view
G4,Decimals,Grade 4 Math - Decimals - 25 Three Addends Draw Hops,looked at pages,practice,4.NF.C.6,"Number Line Addition (Three Addends, Hops) worksheet: 6 decimal addition problems per page, each with THREE addends (e.g. 3.7 + 2 + 1.5) and a pre-labeled tenths-scale number line below; students draw three sequential hops on the number line to show the addition and write the sum in the blank.","Confirmed visually on page 1 (5 sheets total, labeled 3addends-tenth S1). Harder than the two-addend hops sheet: three addends per problem.",https://drive.google.com/file/d/1n0LA9Pcj5S7HxPdmWRIva-qJov4iM29t/view,https://drive.google.com/file/d/15he9uxToLZRrRLAEtVwrR-A6pYJdMuoo/view
G4,Decimals,Grade 4 Math - Decimals - 26 Decimal Word Problem Set,looked at pages,practice,"4.NF.C.6, 4.MD.A.2","Decimals (Add/Sub) Word Problem Set worksheet: 5 real-world word problems per page requiring one decimal addition or subtraction step (e.g. comparing snowfall totals in inches, adding costs of two purchases in dollars, comparing subscription vs newsstand magazine prices, adding ribbon lengths, comparing fuel tank capacities in gallons); students write the answer on the blank line below each problem.","Confirmed visually on page 1 (3 sheets total, labeled Add/Sub S1). Uses US units (dollars, gallons, inches) and a Michigan snowfall statistic, making it US-specific.",https://drive.google.com/file/d/1nAkKN440FzirUt9O3kt3MgT5tJ6YEPtS/view,https://drive.google.com/file/d/1ueBto5URuQj5n-MCoC1r4Jja-DB8qPlX/view
G4,Decimals,Grade 4 Math - Decimals - 27 Represent the Decimals Mixed Review,looked at pages,practice,"4.NF.C.6, 4.OA.C.5","Missing Numbers (number line, Type 3) worksheet: 6 pre-drawn evenly-spaced number lines per page, each with several points replaced by letters instead of blank boxes; students calculate the constant interval and write the decimal value that each letter represents (3 letters per line).","Confirmed visually on page 1 (3 sheets total, labeled T3L1S1). This is a Type 3 variant of the Missing Numbers number-line series (letters standing in for values), not a ""represent the decimals"" model/drawing task as the filename suggests.",https://drive.google.com/file/d/1fmwykDk_RRJTziuUjSQgA7jZFhqAVR9t/view,https://drive.google.com/file/d/1Me2xE1DTSm03wH3_B_rtwetx3J85fBWN/view
G4,Decimals,Grade 4 Math - Decimals - 28 Identify the Greatest or Smallest Decimal,read text,practice,4.NF.C.7,"Students circle the greatest decimal in a set of 5 decimals (1-3 decimal places), then in a separate set circle the smallest decimal.",4 sheets rather than the usual 3 for this series.,https://drive.google.com/file/d/1g_O33GzES2tODYsRap1YsraKsM4wDJ_r/view,https://drive.google.com/file/d/1W2DWrwJNBeESXLhHsBPITf5c0CQ1mgX-/view
G4,Decimals,Grade 4 Math - Decimals - 29 Comparing Decimals to Hundredths,read text,practice,4.NF.C.7,"Students compare pairs of decimals (1-2 decimal places, tens to forties range) using >, <, or =, at an introductory level (level 1) of a series continued in sheet 30.",Level 1 (L1) of a comparing-decimals series that continues with '30 Comparing Decimals to Thousandths' (Level 2); has 5 sheets.,https://drive.google.com/file/d/19QOpoFXog8HOqzjXx3rwVgrt3YR5qv-Y/view,https://drive.google.com/file/d/1sNXHjZA15jAfMgYAJfcjFaKV5TyQnKhm/view
G4,Decimals,Grade 4 Math - Decimals - 30 Comparing Decimals to Thousandths,read text,practice,4.NF.C.7,"Students compare pairs of decimals (2-3 decimal places) using >, <, or =, at a harder level (level 2) than sheet 29's hundredths-only comparisons.",Level 2 (L2) of a comparing-decimals series that includes '29 Comparing Decimals to Hundredths' (Level 1).,https://drive.google.com/file/d/1rl-BRXHOL4HEIg6mIPP2Kuqd3FNoFn8p/view,https://drive.google.com/file/d/14X2NADzluxFKVAfmljBLScYfuAgSjfHy/view
G4,Decimals,Grade 4 Math - Decimals - 31 Number Line Column and Horizontal Addition,looked at pages,practice,4.NF.C.6,"Decimal Addition (Number Line, Column and Horizontal) worksheet: a pre-labeled tenths-scale number line is given, followed by 8 horizontal decimal addition equations (part 1, e.g. 6.7 + 1.2 =) and 12 vertical column-addition problems (part 2, e.g. 3.7 + 1.2); students solve using the number line as reference (tenths place, single-digit whole-number operands).","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Combines horizontal-equation and vertical-column addition formats on the same page, referencing a shared number line; mirror of the corresponding subtraction sheet.",https://drive.google.com/file/d/1WO2E6r53rtkTA_YValI92raVghbb3r2-/view,https://drive.google.com/file/d/1fc4Z8HumwKS2EpEW52JfF8hiZrZmBXA6/view
G4,Decimals,Grade 4 Math - Decimals - 32 Draw Hops on the Number Line,looked at pages,practice,4.NF.C.6,"Number Line Subtraction (Hops) worksheet: 6 decimal subtraction problems per page (e.g. 3.1 - 2.5), each with a pre-labeled number line (tenths scale) below it; students draw backward hops on the number line to show the subtraction and write the answer in the blank.","Confirmed visually on page 1 (5 sheets total, labeled Hops-tenth S1).",https://drive.google.com/file/d/1zsIbQeC6F3i7RmMUHT2NkyyiVnEVbEQe/view,https://drive.google.com/file/d/1mNVsEzdKdR6-1SZq_AX-WFbbb6s7yUMv/view
G4,Decimals,Grade 4 Math - Decimals - 33 Number Line Column and Horizontal Subtraction,looked at pages,practice,4.NF.C.6,"Decimal Subtraction (Number Line, Column and Horizontal) worksheet: a pre-labeled tenths-scale number line is given, followed by 8 horizontal decimal subtraction equations (part 1, e.g. 7.5 - 2.1 =) and 12 vertical column-subtraction problems (part 2, e.g. 1.8 - 0.6); students solve using the number line as reference (tenths place, single-digit whole-number operands).","Confirmed visually on page 1 (5 sheets total, labeled Tenth S1). Combines horizontal-equation and vertical-column subtraction formats on the same page, referencing a shared number line.",https://drive.google.com/file/d/1jqE5BQCjohWs18Kya1dvQISTDhXkvMnG/view,https://drive.google.com/file/d/1n_M4V9kdG9_7jGKogmfsBrPQ9uQdxLfe/view
G4,Decimals,Grade 4 Math - Decimals - 34 Ordering Decimals Greater Than and Less Than Symbols,read text,practice,4.NF.C.7,"Students order sets of 4 decimals (1-3 decimal places, some with differing whole-number parts) from least to greatest or greatest to least, filling in > or < symbols between them.",,https://drive.google.com/file/d/10sfiVHLXayeAtHlB06VVQ4QCL2DG-jFt/view,https://drive.google.com/file/d/1V2xnmzVf1QihDOgWNG5XvKXinOuC37da/view
G4,Decimals,Grade 4 Math - Decimals - 35 Ordering Decimals Place Value Boxes,looked at pages,practice,"4.NF.C.7, 5.NBT.A.3","Given 6 decimal numbers (up to thousandths) per problem, students write each digit into a place-value box grid (tens, ones, decimal point, tenths, hundredths, thousandths), ordering the numbers from least to greatest or greatest to least as labeled, 4 problems per sheet, 3 sheets.","Visually confirmed page 1 of 3, matches title Ordering Decimals Place Value Boxes.",https://drive.google.com/file/d/1qJHmOOA47E7MjQlTjZ2qeP62JsccU1BT/view,https://drive.google.com/file/d/1D3NOpb5yD2AKOmId36iGP5WykhF0Yagk/view
G4,Decimals,Grade 4 Math - Decimals - 36 Expanded Product Form Up to Thousandths Place,looked at pages,practice,"4.NBT.A.2, 4.NF.C.6","Standard and Expanded Form worksheet (product form): Part 1 gives 5 decimals up to thousandths (e.g. 531.029, 17.3) for students to write in expanded product form (each digit multiplied by a place value, e.g. 6x10, 5x1/100); Part 2 gives 5 expressions already in expanded product form (using fractions 1/10, 1/100, 1/1000 for decimal places) for students to write back in standard form.","Confirmed visually on page 1 (5 sheets total, labeled T2L1S1). Uses multiplication by fractions (1/10, 1/100, 1/1000) rather than powers-of-10 exponents, distinguishing it from the Expanded Exponential Form sheet.",https://drive.google.com/file/d/1S2QIaS2XARSWtHtLf0RhESh5SAzkODnz/view,https://drive.google.com/file/d/15UxcC2chnS_FvRPAOLeOD59UFvn9FWV2/view
G4,Decimals,Grade 4 Math - Decimals - 37 Expanded Exponential Form Up to Thousandths Place,looked at pages,practice,5.NBT.A.3,"Standard and Expanded Form worksheet (exponential): Part 1 gives 4 decimals up to thousandths (e.g. 78.925, 230.194) for students to write in expanded exponential form (each digit times a power of 10, e.g. 9x10^0); Part 2 gives 4 expressions already in expanded exponential form (including negative powers of 10 for decimal places, e.g. 2x10^-2) for students to write back in standard form.","Confirmed visually on page 1 (5 sheets total, labeled T3L1S1). Uses negative exponents for the fractional (decimal) place values, e.g. 10^-1, 10^-2, matching Expanded Exponential Form in the title.",https://drive.google.com/file/d/1-7ZG15wv-Upnskbn45AK4-7APX8QD1ga/view,https://drive.google.com/file/d/1Q5lziWJlg7YtwMfedrcR00RJp41sqdp7/view
G4,Decimals,Grade 4 Math - Decimals - 38 Drawing Number Lines with Decimal Values Mixed Review,looked at pages,practice,4.NF.C.6,"Number Line (Mixed Review) worksheet: 6 instructions per page telling students to draw a number line from one decimal value to another, either with a given increment or a given number of equal intervals (e.g. draw a number line from 7 to 36.1 with increments of 9.7); students draw the number line and mark/label the points themselves on blank space (no template line given).","Confirmed visually on page 1 (5 sheets total, labeled L1S1). Fully open-ended: no pre-drawn line is provided, students draw it from scratch given a range and either an increment or an interval count; decimal values mix tenths and hundredths.",https://drive.google.com/file/d/12J4MxS9TMiFNdOOIy0EPJEVlkAuXuLxG/view,https://drive.google.com/file/d/15mctLvU7u3rhN8_dC2UC2vkaIkP24lBu/view
G4,Decimals,Grade 4 Math - Decimals - 39 Comparing Decimals using Base 10 Blocks,read text,practice,4.NF.C.7,"Students compare pairs of decimals (tenths/ones/hundredths) that are each represented by base-ten block pictures, using >, <, or =.","Answer options section (compare each pair using blocks) appears before the sheet headers in the extracted text order, but the three sheets' worth of block-comparison problems are legible.",https://drive.google.com/file/d/1rSz6SsbWvqsefIy5ZR1CyYo_IfkCuh33/view,https://drive.google.com/file/d/1LW2a05KPYXGj_UikD9wJnCihHtC8P9iI/view
G4,Decimals,Grade 4 Math - Decimals - 40 Comparing Decimals using Number Lines,read text,practice,4.NF.C.7,"Students read a labeled number line (with varied decimal intervals, e.g. 1.25 or 2.208 apart) and use it to compare pairs of decimals using >, <, or =.","Numbers go up to 3 decimal places and into the 40s, slightly beyond typical Grade 4 range.",https://drive.google.com/file/d/1iZTf1NWKRT9Ay0fYSeqWkGEgKm4O3-q2/view,https://drive.google.com/file/d/1itkVcur_Ndlvh3rVKfAWZhn6ZGhDnglr/view
G4,Decimals,Grade 4 Math - Decimals - 41 Ordering Decimals Number Lines,read text,practice,4.NF.C.7,"Students read a labeled number line with decimal tick marks (varied intervals, e.g. 3.4 to 7 or 2 to 4.625) and use it as a reference to order sets of 5 decimals in increasing or decreasing order.",,https://drive.google.com/file/d/1SDRh3tB5x8XW_8SlrLMt3VZxFTAwl3ij/view,https://drive.google.com/file/d/18OzmpjuDBvAjsZ4mvkAZLab1NGiBE-tU/view
